N_CAT	ANO	MÊS	N	TÍTULO	AUTOR	EDITORA	CATEGORIA	VENDAS	ISBN	Num_Pag	url_img
8	2018	4	16	Vicente Falconi - O Que Importa É Resultado	Cristiane Correa	Primeira Pessoa	8	1.311	978-85-68377-16-1	200	https://www.publishnews.com.br/estaticos/uploads/2018/03/jlLC3mLhpeivoHdsfcKZqFI3kcSkq9WCywmGYhySprmZYeQ7sSgUjkcLUD3rjvoNvsTBujUE0BInY3Ie.jpg
8	2018	4	17	Marketing 4.0	Philip Kotler / Hermawan Kartajaya / Iwan Setiwan	Sextante	8	1.303	978-85-43105-33-8	208	https://www.publishnews.com.br/estaticos/uploads/2017/08/DET71UYdcQDS1fiPb9XCXp3cJfBxpOYvA2KgzdfXvzcEB1B50l4fHXFNAnCW552qVr70e3ezzAyJQI0E.jpg
8	2018	4	18	Go Pro - 7 Passos Para Se Tornar Um Profissional Do Marketing De Rede	Eric Worre	Rumo Ao Topo	8	1.226	978-85-81370-19-4	160	https://www.publishnews.com.br/estaticos/uploads/2016/07/uzGt7zpwu5LPcKk7DyxKOYWc1cv1ibezZnHR9XPLmkJEqSnCmvzDpHnrg5h8MY0vS6CBfxBGX0WF9xex.jpg
8	2018	4	19	Vade Mecum Saraiva 2018 - 25ª Ed.	Editora Saraiva	Saraiva	8	812	978-85-47222-62-8	2.584	https://www.publishnews.com.br/estaticos/uploads/2018/02/kgDWG2tMu7G1RAg7WlfGcWxLVcP50b5isqunXPfwrUNzJkGHP4E8opkgSid66xfFW5r6XgrhWOi9QsrC.jpg
8	2018	4	20	Scrum	Jeff Sutherland	Leya	8	724	978-85-44104-51-4	240	https://www.publishnews.com.br/estaticos/uploads/2017/12/VVGyRKoEIYa3iCaCEeYMvIgGE29X6S49VDoptiddZTjRbqzgByfwik7dQrGrLVzDOTnZ3AmuoOtpE5o2.jpg
0	2018	5	1	As Aventuras Na Netoland Com Luccas Neto	Luccas Neto	Pixel	Infantojuvenil	60.559	978-85-55461-00-2	64	https://www.publishnews.com.br/estaticos/uploads/2018/04/rtw1gG0Xy1qgOQQTQWtW4wdztrGi45XQM4PYfk4tE8VPH6utz4YythN4y2sOJpzZAIw0pgdSNkyptf3f.jpg
0	2018	5	2	A Sutil Arte De Ligar O Foda-Se	Mark Manson	Intrínseca	Autoajuda	38.344	978-85-51002-49-0	224	https://www.publishnews.com.br/estaticos/uploads/2017/11/jP6T6kjLLbNOzMJTDuDlFOhovDSzHZUtxHb7PCzHRmA2AnysA7y8PnS031mhbJcl9c1JRa8T2Z8NjQFA.jpg
0	2018	5	3	O Milagre Da Manhã	Hal Elrod	Bestseller	Autoajuda	26.372	978-85-76849-94-0	196	https://www.publishnews.com.br/estaticos/uploads/2018/02/A3toxUAg57K2dnqZ4yaxgV8QSRulhgPyNuYHFzaNXfcOFLYtqsy3qFnYAWN84mOubxsw7RqP7hglyrjr.jpg
0	2018	5	4	Combate Espiritual	Padre Reginaldo Manzotti	Petra	Autoajuda	17.341	978-85-82781-06-7	208	https://www.publishnews.com.br/estaticos/uploads/2018/03/yTq0MDQy5mA4eUbWvyBGaGaHNjsP8qv1CAjsTnPQO7WNvR8wVX5ZwL9XcxeO4Orm1HHasbEYi051Jsaz.jpg
0	2018	5	5	Felipe Neto - A Vida Por Trás Das Câmeras	Felipe Neto	Pixel	Infantojuvenil	15.123	978-85-55461-01-9	64	https://www.publishnews.com.br/estaticos/uploads/2018/04/QSlcG150psfg7z25gzctcJNZZcP5BPYw8iXQoDkpudbvcOA9kbcUykNeTranoqlCdeNVe0huhsiMRxOV.jpg
0	2018	5	6	Metanoia	Padre Marcelo Rossi	Principium	Autoajuda	15.020	978-85-25064-64-6	136	https://www.publishnews.com.br/estaticos/uploads/2018/03/w85rlVfyqX7NLkKPNcEwVMQTq6iqAzUNVwtB4CK7OJ4hoAFsAYDyxzY6uIfDGfxBhI6be2Vnfcqo38NT.png
0	2018	5	7	Seja Foda!	Caio Carneiro	Buzz	Negócios	13.521	978-85-93156-29-8	208	https://www.publishnews.com.br/estaticos/uploads/2017/10/Qie8KitX4klj02vK6FmS4h4xID3TOs8dUVHQZG9TYVayIen3pvV24newzjUDQvTx0GltLkX6Dzr3LNlV.jpg
0	2018	5	8	Jesus - O Homem Mais Amado Da História	Rodrigo Alvarez	Leya	Não Ficção	11.834	978-85-44106-43-3	368	https://www.publishnews.com.br/estaticos/uploads/2018/04/l43Qoz58uXtRlxCGIFqeuDIdB9OmIwB7x8fnAq0a5Q4EA83ECtd2orCPYUU4uyy1UhP5vlgH9NEzPvio.jpg
0	2018	5	9	Ainda Sou Eu	Jojo Moyes	Intrínseca	Ficção	11.669	978-85-51002-81-0	400	https://www.publishnews.com.br/estaticos/uploads/2018/02/6u10UN9O8zAwR74x3piHtF6KBjRmX9KxiPWyV3ivbaby1kGyob7IHpeMzeEgYot1Mo1Akt2r9krUoRxe.jpg
0	2018	5	10	O Poder Da Ação	Paulo Vieira	Gente	Negócios	11.168	978-85-45200-34-5	256	https://www.publishnews.com.br/estaticos/uploads/2016/07/vacbvzFJ4SPI2p5XtcbehGDoRyDEBL2dl4jP7saCG8rYFRB7CnA70O2sC7xqY75mBVOrvoLWpG8K0hmM.jpg
0	2018	5	11	Sapiens	Yuval Noah Harari	L&Pm	Não Ficção	10.464	978-85-25432-18-6	464	https://www.publishnews.com.br/estaticos/uploads/2015/09/tAj10XiRIDP2CPIlCdVfIEZnjwch40pO0MK8q4eXNwAlgAWrRCC2BIFfpDTooUvJg1ga9lH8AsJhi7yp.jpg
0	2018	5	12	Propósito	Sri Prem Baba	Sextante	Autoajuda	10.252	978-85-43104-50-8	160	https://www.publishnews.com.br/estaticos/uploads/2016/11/T9eP7OkfbTG6pv90FQ6hdl1X1ucnzPiK7LXU5WnuWzH3pCdBXIpW2JZH8Xut6YDnRDO0DnMlJVi6vzU2.jpg
0	2018	5	13	O Poder Do Hábito	Charles Duhigg	Objetiva	Autoajuda	9.729	978-85-39004-11-9	408	https://www.publishnews.com.br/estaticos/uploads/2015/08/SSD47DiXYZczBBE1UhKU68VrA4oTA6NAqe5Ic5C1TQhKgsEcy1Ch5BusqeN1UnCfhi4TqzETdEbcokXI.jpg
0	2018	5	14	Textos Cruéis Demais Para Serem Lidos Rapidamente	Igor Pires Da Silva / Gabriela Barreira	Globo Alt	Ficção	7.999	978-85-25065-36-0	304	https://www.publishnews.com.br/estaticos/uploads/2017/12/IPk3QgXUXFTCxQZbALOYDJDTGD6tSYxfa7Ty67hS1tnAznKlPrkikjf7dtYnmJOGUiWodrm3ZHKIvQWX.jpg
0	2018	5	15	O Que O Sol Faz Com As Flores	Rupi Kaur	Planeta Do Brasil	Ficção	7.966	978-85-42212-33-4	256	https://www.publishnews.com.br/estaticos/uploads/2018/03/cGDL8JEleR6wJX9tLQwSOwIPrGMiBdnDrhITlbHVYIRhNakCXbSl4iVmHgxzHWFswcS8a14hfA0j5fZW.jpg
0	2018	5	16	A Parte Que Falta	Shel Silverstein	Cia Das Letrinhas	Infantojuvenil	7.495	978-85-74068-17-6	112	https://www.publishnews.com.br/estaticos/uploads/2018/02/7RLGOx4vEuDT6ol4HFCCqCE6THnLMYUrbWPWU4OgCGDAIK2KSZW5i90gtoEvPjMuuk95xUCXPIwlgb2O.jpg
0	2018	5	17	Origem	Dan Brown	Arqueiro	Ficção	7.489	978-85-80417-66-1	432	https://www.publishnews.com.br/estaticos/uploads/2017/10/1mm9coQK9EOAl0hHLIbGJYROuoUx2RzUmMk8iGv902QT0VNzYTmDfzbXxQoMc2o6B49qSnRq7Gw63r0b.jpg
0	2018	5	18	A Elite Do Atraso	Jessé Souza	Leya	Não Ficção	7.155	978-85-44105-37-5	240	https://www.publishnews.com.br/estaticos/uploads/2017/10/usGqVU1D9aDrVrz72rDfbV4RhC82dEyhRtLNmFtMt6cWUjwHllJLW2M9JQdGTFRQ89mkK2KazkNcqzkD.jpg
0	2018	5	19	Outros Jeitos De Usar A Boca	Rupi Kaur	Planeta Do Brasil	Ficção	6.853	978-85-42209-30-3	208	https://www.publishnews.com.br/estaticos/uploads/2017/04/uM1lHj3AT8vcdLdXfN28WNqOGi6Nx53GzbkSaKUCKu0VLRYd39whZZVtX1PFJ4470Xq9KkGf8SOUfaQH.png
0	2018	5	20	O Poder Do Agora	Eckhart Tolle	Sextante	Autoajuda	6.805	978-85-75420-27-0	224	https://www.publishnews.com.br/estaticos/uploads/2015/08/4QvdLnBYXQgMrM2cZWZpfiNxxwIZheAaHTnANTFdadJig4P6k91W1xBH76Fe6qitoYtIZPwysRJf7m00.jpg
9	2018	5	1	Ainda Sou Eu	Jojo Moyes	Intrínseca	9	11.669	978-85-51002-81-0	400	https://www.publishnews.com.br/estaticos/uploads/2018/02/6u10UN9O8zAwR74x3piHtF6KBjRmX9KxiPWyV3ivbaby1kGyob7IHpeMzeEgYot1Mo1Akt2r9krUoRxe.jpg
9	2018	5	2	Textos Cruéis Demais Para Serem Lidos Rapidamente	Igor Pires Da Silva / Gabriela Barreira	Globo Alt	9	7.999	978-85-25065-36-0	304	https://www.publishnews.com.br/estaticos/uploads/2017/12/IPk3QgXUXFTCxQZbALOYDJDTGD6tSYxfa7Ty67hS1tnAznKlPrkikjf7dtYnmJOGUiWodrm3ZHKIvQWX.jpg
9	2018	5	3	O Que O Sol Faz Com As Flores	Rupi Kaur	Planeta Do Brasil	9	7.966	978-85-42212-33-4	256	https://www.publishnews.com.br/estaticos/uploads/2018/03/cGDL8JEleR6wJX9tLQwSOwIPrGMiBdnDrhITlbHVYIRhNakCXbSl4iVmHgxzHWFswcS8a14hfA0j5fZW.jpg
9	2018	5	4	Origem	Dan Brown	Arqueiro	9	7.489	978-85-80417-66-1	432	https://www.publishnews.com.br/estaticos/uploads/2017/10/1mm9coQK9EOAl0hHLIbGJYROuoUx2RzUmMk8iGv902QT0VNzYTmDfzbXxQoMc2o6B49qSnRq7Gw63r0b.jpg
9	2018	5	5	Outros Jeitos De Usar A Boca	Rupi Kaur	Planeta Do Brasil	9	6.853	978-85-42209-30-3	208	https://www.publishnews.com.br/estaticos/uploads/2017/04/uM1lHj3AT8vcdLdXfN28WNqOGi6Nx53GzbkSaKUCKu0VLRYd39whZZVtX1PFJ4470Xq9KkGf8SOUfaQH.png
9	2018	5	6	O Homem Mais Feliz Da História	Augusto Cury	Sextante	9	5.502	978-85-43105-27-7	336	https://www.publishnews.com.br/estaticos/uploads/2017/11/qhu6ICi0Y6wdkE6n6uKnIiuErKSmWvjp4Aj4cOexGqdhndUR0kqnyRbmNNUbNRDMABQH0ZxS8PyMb1PE.jpg
9	2018	5	7	O Segredo De Helena	Lucinda Riley	Arqueiro	9	5.443	978-85-80418-38-5	464	https://www.publishnews.com.br/estaticos/uploads/2018/04/lZt0mu8OlQ0ysJTwlpqxSJv29MU9CIEERIbWkKX08rjcZvwirvVSCdmvZxJsB2ucwKBjSy1yB9MQH7mc.jpg
9	2018	5	8	O Conto Da Aia	Margaret Atwood	Rocco	9	5.199	978-85-32520-66-1	368	https://www.publishnews.com.br/estaticos/uploads/2017/07/zgK0vm4T2HCv7YbdfFE9yLZcXQKfEYs436BPeLH9i9I2HqxHOsGokwHojQ7IKGb7AnwakMtPyd2Mo4Sd.jpg
9	2018	5	9	O Homem Mais Inteligente Da História	Augusto Cury	Sextante	9	5.001	978-85-43104-35-5	272	https://www.publishnews.com.br/estaticos/uploads/2016/10/LloQn25RxzfMAQ2BJs4j17lh2GC8WoTHVaJeSTkeSxfk27333r2fuHOixzbB1Zt0ttHZMuG2Y7vFrDlA.jpg
9	2018	5	10	Tartarugas Até Lá Embaixo	John Green	Intrínseca	9	4.754	978-85-51002-00-1	256	https://www.publishnews.com.br/estaticos/uploads/2017/10/0TNzOF8EZneZT8vGGFOQn1N4Gu5fviizvJd71p3V3ONpWg21D94erRBbBhMWA7rc2NQahQxraq4tSetX.jpg
9	2018	5	11	Mais Escuro	E. L. James	Intrínseca	9	4.347	978-85-51002-83-4	496	https://www.publishnews.com.br/estaticos/uploads/2018/01/HKIzPkahbHJJFdzQ1EiW6Rg2l7wwSIMbb5HQYPHnoipOi1uIzfpkOX3sqD61tl9ENlTZ1sxZcdA2PxYN.jpg
9	2018	5	12	A Mulher Na Janela	A. J. Finn	Arqueiro	9	4.106	978-85-80418-32-3	352	https://www.publishnews.com.br/estaticos/uploads/2018/03/0orr3mUBVL5a3xDZa9nBGa9RVir35jT3jiEZUmP9wNM6v9ZCsrLEgBBgSCOn6gQZlDaGBX7ba2MU3hk0.jpg
9	2018	5	13	Quem Diria Que Viver Ia Dar Nisso	Martha Medeiros	L&Pm	9	3.795	978-85-25437-35-8	232	https://www.publishnews.com.br/estaticos/uploads/2018/04/j6zJVXDe87czTp29jDZOeaJhAfn7ltE8dJYIAVHxxJMkTpPP3WwdrmmNveUZKc6m1JEsrERMrUJDsamf.jpg
9	2018	5	14	Mitologia Nórdica	Neil Gaiman	Intrínseca	9	3.721	978-85-51001-28-8	288	https://www.publishnews.com.br/estaticos/uploads/2017/03/cv3dzFy2lsytIYNUaUz1hOGW9kuVf2A7PWqNwPtfKZv7gzSFy4tzMN7Sui7y20Eyjwm8lPKez5cxVYaS.jpg
9	2018	5	15	Hippie	Paulo Coelho	Paralela	9	3.517	978-85-84391-16-5	288	https://www.publishnews.com.br/estaticos/uploads/2018/05/2SL1bydYOjuYUe3mdoQVjMc9vpmvxJtTZAtED36d0rTTpHkzN0hKDxMTpiRZANm2wkA1IAwy0ZYmQaan.jpg
9	2018	5	16	Depois De Você	Jojo Moyes	Intrínseca	9	3.104	978-85-80578-64-5	320	https://www.publishnews.com.br/estaticos/uploads/2016/02/gu5DjWFAsUTPcfdWq7bjdwSnHHPeEggruvPX3OyZJF50Fj3RVl4rOdQsDCtZ1XhF3DJIN2eDbqKodFK8.jpg
9	2018	5	17	O Livro Dos Ressignificados	@Akapoeta	Paralela	9	2.848	978-85-84390-81-6	216	https://www.publishnews.com.br/estaticos/uploads/2017/09/wfKzcNZB9R2ptU6q9Y8CeqNQ6VfiKKgBzOmlmOaZVUbIq6Y2thz3Q1kySdtB49PVwzgCO1IdnIRTQYJP.jpg
9	2018	5	18	Box – As Crônicas De Gelo E Fogo	George R. R. Martin	Leya	9	2.782	978-85-44100-12-7	6.312	https://www.publishnews.com.br/estaticos/uploads/2016/12/WdhQsETxjZBDlD6iBgqIMUmD3i4Yr33PYN6dtEL5mROsfbHjoh3SXcQ88Q1o1Jglm69D0d4l8Euuz0Tq.jpg
9	2018	5	19	A Travessia ( Edição Econômica)	William P. Young	Arqueiro	9	2.664	978-85-80412-62-8	208	https://www.publishnews.com.br/estaticos/uploads/2018/01/DAUB2M8P8Jz1FxxEUaDidC25Q78GMilTb0AdDRYfxycbN4kTWJJe8gk87InRosoa0E1t7o1EPdWtK5LR.jpg
9	2018	5	20	A Revolução Dos Bichos	George Orwell	Companhia Das Letras	9	2.171	978-85-35909-55-5	156	https://www.publishnews.com.br/estaticos/uploads/2016/12/m7BpsMTGQ6HyTToW0RZ3LWstCiZ6pCLGfiz38c4LYfAgGbJjberkt8frU4P6SPBtaMZBAQYxprGSa8Vf.jpg
13	2018	5	1	Jesus - O Homem Mais Amado Da História	Rodrigo Alvarez	Leya	13	11.834	978-85-44106-43-3	368	https://www.publishnews.com.br/estaticos/uploads/2018/04/l43Qoz58uXtRlxCGIFqeuDIdB9OmIwB7x8fnAq0a5Q4EA83ECtd2orCPYUU4uyy1UhP5vlgH9NEzPvio.jpg
13	2018	5	2	Sapiens	Yuval Noah Harari	L&Pm	13	10.464	978-85-25432-18-6	464	https://www.publishnews.com.br/estaticos/uploads/2015/09/tAj10XiRIDP2CPIlCdVfIEZnjwch40pO0MK8q4eXNwAlgAWrRCC2BIFfpDTooUvJg1ga9lH8AsJhi7yp.jpg
13	2018	5	3	A Elite Do Atraso	Jessé Souza	Leya	13	7.155	978-85-44105-37-5	240	https://www.publishnews.com.br/estaticos/uploads/2017/10/usGqVU1D9aDrVrz72rDfbV4RhC82dEyhRtLNmFtMt6cWUjwHllJLW2M9JQdGTFRQ89mkK2KazkNcqzkD.jpg
13	2018	5	4	O Inferno Somos Nós	Leandro Karnal / Monja Coen	Papirus 7 Mares	13	6.307	978-85-95550-11-7	112	https://www.publishnews.com.br/estaticos/uploads/2018/04/i3rlZ74l0FxEemoZ6x1KYlIyh75JlT931hWxUdmL5H2c5G9FeDclBlN4OWi1udOi3P3UxIOrfHrpMBrl.jpg
13	2018	5	5	A Sorte Segue A Coragem!	Mario Sergio Cortella	Planeta Do Brasil	13	5.669	978-85-42212-34-1	192	https://www.publishnews.com.br/estaticos/uploads/2018/02/NwXPgjmS2YlTFd4fiQOwnBgzPNOgkKAcJJ0WgVs687qZIQGn8bBvfmkCruunFHG1zO5Rfmpi4jT6P4cn.jpg
13	2018	5	6	Crer Ou Não Crer	Pe. Fábio De Melo / Leandro Karnal	Planeta Do Brasil	13	5.348	978-85-42211-31-3	192	https://www.publishnews.com.br/estaticos/uploads/2017/09/T8RpinpSmVw6Hv89zkjwpCsYlakrtHqlWKfczz6PJ7sP9RQ239CopIVHQ5KTyNwxXv6zRA8a1M9fJhLj.png
13	2018	5	7	Mindset	Carol Dweck	Objetiva	13	4.631	978-85-47000-24-0	328	https://www.publishnews.com.br/estaticos/uploads/2017/02/5HP5wLKxVviJzbc4LUouqhyZuli999P7tLXjPIZ5UlPQSbLMTj5BsgdUiAtbjCRU23PuSuXZmwrgibYJ.jpg
13	2018	5	8	Homo Deus	Yuval Noah Harari	Companhia Das Letras	13	4.555	978-85-35928-19-8	448	https://www.publishnews.com.br/estaticos/uploads/2016/11/oEwz5Kclw7RPutvdAdmhU94qyRNDf5vl20owIzlYxZ1axrLzduseiBBwPgCB50v9yBKKk5Ier8Ci7SoD.jpg
13	2018	5	9	Coleção Livros De Colorir	Johanna Basford / Millie Marotta	Sextante	13	4.127	978-85-43103-54-9	288	https://www.publishnews.com.br/estaticos/uploads/2016/12/YFfUXHgQnoZlHwsMhapR5aytL5cVJ41RlYFQA4nMGNUj7W45vpUGdoLSXWd0GaX985cuwBBOKrtd0QAh.jpg
13	2018	5	10	O Diário De Anne Frank	Mirjam Pressler / Otto H. Frank	Record	13	3.840	978-85-01044-45-7	352	https://www.publishnews.com.br/estaticos/uploads/2016/06/m6u6ay2ofo9XAvDDOJTMh4uTRFTl98yTaWTyDVqUv49NLgqx68JHDJaCTtinKhtDMhYOU0ixzDY7OJqy.png
13	2018	5	11	Feminismo Em Comum	Marcia Tiburi	Rosa Dos Tempos	13	3.122	978-85-01113-51-1	128	https://www.publishnews.com.br/estaticos/uploads/2018/02/gPggWGaitGv0hXXGK4HKsvAom7C3Zim8IDRikgJYvhPPwmi76BBy2VmJdlz0j9AO9kZLD486dcsZ2ClV.jpg
13	2018	5	12	Uma Breve História Do Tempo	Stephen Hawking	Intrínseca	13	2.866	978-85-80576-46-7	265	https://www.publishnews.com.br/estaticos/uploads/2015/08/m6XEng21AGV2CqvnqOhrNMVbUJboFQDDymBRxb5NrwEhVe4U6jjFAK57eP8nMpXZxUb9Qv4cKvOoVO3f.jpg
13	2018	5	13	Direto De Washington	Washington Olivetto	Estação Brasil	13	2.839	978-85-56080-33-2	400	https://www.publishnews.com.br/estaticos/uploads/2018/04/5zQhj7GeBvjdfCZPkCYFQTwqNjBAJgd0vQzF1UvMhtHoIdnjseZn6pdnKi12WvYa7PL3HTrrFkE8SEJO.jpg
13	2018	5	14	Como Os Animais Salvaram A Minha Vida	Luisa Mell	Globo Livros	13	2.280	978-85-25065-88-9	224	https://www.publishnews.com.br/estaticos/uploads/2018/02/lzYejY1nRYOYpdRWSjukZvMPed6oDmNPk820h3SwgHPyPeACaR9ffMwUzAR1keRCXgeITuNbz1krTjyN.jpg
13	2018	5	15	A Verdade Vencerá	Luiz Inácio Lula Da Silva	Boitempo	13	2.228	978-85-75596-21-0	216	https://www.publishnews.com.br/estaticos/uploads/2018/04/88dnIKgduKzpmPopORk2PT0Pucvda3wLTNYFqnXYKGq5okvnuhBwnJMNOcODIUiRmRZBlJJu17xqj5zI.png
13	2018	5	16	Box - Mario Sergio Cortella	Mario Sergio Cortella	Planeta Do Brasil	13	2.112	978-85-42212-11-2	352	https://www.publishnews.com.br/estaticos/uploads/2017/11/QQQfQdu1489YwcdVCGzZohjdfNYc9cbZuRiYdaTTLfGFLktmDrhiVgT8uUgDB0SFRd9MdEBtWyJxNWfT.png
13	2018	5	17	50 Coisas Sobre Minha Mãe	Abrams Noterie	Sextante	13	1.584	978-85-43105-91-8	96	https://www.publishnews.com.br/estaticos/uploads/2018/05/KT5WRyQ3SsSwuk3UlQgczJze9930WclO5nHr2fu45LszbJttUAgwQcVYq5fZVaJuCNhZWWfVHW64QAdV.jpg
13	2018	5	18	O Livro De Jô - Uma Autobiografia Desautorizada - Volume 1	Jô Soares / Matinas Suzuki Jr.	Companhia Das Letras	13	1.075	978-85-35930-14-6	480	https://www.publishnews.com.br/estaticos/uploads/2017/11/PGzbuhzqQ0ZmSEWUYqehGTE61d1MZ8X0Yf1CnBq656diWp4kMnnoQqTtWg90Yz27NjvadqwGBLcF68dp.jpg
13	2018	5	19	Valsa Brasileira	Laura Carvalho	Todavia	13	846	978-85-93828-62-1	192	https://www.publishnews.com.br/estaticos/uploads/2018/05/TZyHFKV0xMOKe3FTXLFNeFMZBvNEtqi3ymIiwHDPG4Y0YQ974xpwpImcPEnsZQjlQUacNlyiKgUBSI12.jpg
13	2018	5	20	Mulheres Que Correm Com Os Lobos	Clarissa Pinkola Estes	Rocco	13	827	978-85-32529-44-2	575	https://www.publishnews.com.br/estaticos/uploads/2017/02/Mm1e9LM693rvYCrZDo27t0nyLiTBTh112qaVMB3bpgJM0ywTCEaeXVxJPKRPUrJwkMkdYik9ikldGtid.png
5	2018	5	1	A Sutil Arte De Ligar O Foda-Se	Mark Manson	Intrínseca	5	38.344	978-85-51002-49-0	224	https://www.publishnews.com.br/estaticos/uploads/2017/11/jP6T6kjLLbNOzMJTDuDlFOhovDSzHZUtxHb7PCzHRmA2AnysA7y8PnS031mhbJcl9c1JRa8T2Z8NjQFA.jpg
5	2018	5	2	O Milagre Da Manhã	Hal Elrod	Bestseller	5	26.372	978-85-76849-94-0	196	https://www.publishnews.com.br/estaticos/uploads/2018/02/A3toxUAg57K2dnqZ4yaxgV8QSRulhgPyNuYHFzaNXfcOFLYtqsy3qFnYAWN84mOubxsw7RqP7hglyrjr.jpg
5	2018	5	3	Combate Espiritual	Padre Reginaldo Manzotti	Petra	5	17.341	978-85-82781-06-7	208	https://www.publishnews.com.br/estaticos/uploads/2018/03/yTq0MDQy5mA4eUbWvyBGaGaHNjsP8qv1CAjsTnPQO7WNvR8wVX5ZwL9XcxeO4Orm1HHasbEYi051Jsaz.jpg
5	2018	5	4	Metanoia	Padre Marcelo Rossi	Principium	5	15.020	978-85-25064-64-6	136	https://www.publishnews.com.br/estaticos/uploads/2018/03/w85rlVfyqX7NLkKPNcEwVMQTq6iqAzUNVwtB4CK7OJ4hoAFsAYDyxzY6uIfDGfxBhI6be2Vnfcqo38NT.png
5	2018	5	5	Propósito	Sri Prem Baba	Sextante	5	10.252	978-85-43104-50-8	160	https://www.publishnews.com.br/estaticos/uploads/2016/11/T9eP7OkfbTG6pv90FQ6hdl1X1ucnzPiK7LXU5WnuWzH3pCdBXIpW2JZH8Xut6YDnRDO0DnMlJVi6vzU2.jpg
5	2018	5	6	O Poder Do Hábito	Charles Duhigg	Objetiva	5	9.729	978-85-39004-11-9	408	https://www.publishnews.com.br/estaticos/uploads/2015/08/SSD47DiXYZczBBE1UhKU68VrA4oTA6NAqe5Ic5C1TQhKgsEcy1Ch5BusqeN1UnCfhi4TqzETdEbcokXI.jpg
5	2018	5	7	O Poder Do Agora	Eckhart Tolle	Sextante	5	6.805	978-85-75420-27-0	224	https://www.publishnews.com.br/estaticos/uploads/2015/08/4QvdLnBYXQgMrM2cZWZpfiNxxwIZheAaHTnANTFdadJig4P6k91W1xBH76Fe6qitoYtIZPwysRJf7m00.jpg
5	2018	5	8	Maria, A Nova Primavera	Padre Moacir Anastácio De Carvalho	Petra	5	6.000	978-85-82781-23-4	96	https://www.publishnews.com.br/estaticos/uploads/2018/05/0vHYrM99A8S2MmQscYAj3QhaBoxleeJkwXipfzBgNKi7vt2k3i3rab0deqZQofGp6NvSUTwbhnb6SfCZ.jpg
5	2018	5	9	Amar E Ser Livre	Sri Prem Baba	Harpercollins	5	4.890	978-85-95081-76-5	176	https://www.publishnews.com.br/estaticos/uploads/2017/10/YCI4r3GUBIPXHlTfzIaEbF0XFEL7sypXKzv9aOglbtl0aGYKQCG0SPMx4GtOhztJ0c6XSfjYLDbDmhps.jpg
5	2018	5	10	Por Que Fazemos O Que Fazemos?	Mario Sergio Cortella	Planeta Do Brasil	5	4.765	978-85-42207-41-5	176	https://www.publishnews.com.br/estaticos/uploads/2016/08/eFBeGVNbgsLibZDHtMKMN6OKsQEhYnbWibeesyAABcQdk4HcqS6XTI9mLOCWZdkrFrH40XKp5TELXMCN.jpg
5	2018	5	11	Minutos De Sabedoria	C. Torres Pastorino	Vozes	5	4.136	978-85-32604-91-0	288	https://www.publishnews.com.br/estaticos/uploads/2017/01/6gnSUAm6DFE58NI3EWcuqh0xhIt1gj7kmkcftF7UEL07bbBtTqN0fxhUsdeucWAjgBy3CFD6owuPBkGo.jpg
5	2018	5	12	Ikigai	Hector Garcia / Francesc Miralles	Intrínseca	5	3.521	978-85-51002-79-7	208	https://www.publishnews.com.br/estaticos/uploads/2018/03/sdylGewSrKI7CiCXfJvBcXiAwZCwnLnuZrDs6BOpv4ldDJgkjf0oPE4ZfCRyidW0xOLghQeLR0c0XXDM.jpg
5	2018	5	13	Ansiedade - Como Enfrentar O Mal Do Século	Augusto Cury	Saraiva	5	3.340	978-85-02218-48-2	160	https://www.publishnews.com.br/estaticos/uploads/2015/07/Nfs3QPjpcJJczON3slj4RArGTXfj7Eaqn5EvTAcSft59aLt9qVJULrRS27KREXGRLwciTtqTHtVH7Pxu.jpg
5	2018	5	14	As Coisas Que Você Só Vê Quando Desacelera	Haemin Sunim	Sextante	5	3.192	978-85-43105-29-1	256	https://www.publishnews.com.br/estaticos/uploads/2017/11/krhyDFvnDMmSy7LIcOALLcwJG9Xc8Hjf9mlEaa3kAyaxfMoZK1kODvH9Op37NKsUs5FpUmoazxiQuhbu.jpg
5	2018	5	15	Para Que Estou Na Terra?	Rick Warren	Editora Vida	5	3.078	978-85-38302-75-9	400	https://www.publishnews.com.br/estaticos/uploads/2016/08/lmJxsqVFqDt52VIoySudJSSlmN1qSwmEhY3rqEpyVaHEfM39idKYyLEkhDZdTWU61pgw8TGYbmUD8dkW.jpg
5	2018	5	16	Você É Insubstituível	Augusto Cury	Sextante	5	2.739	978-85-43106-13-7	128	https://www.publishnews.com.br/estaticos/uploads/2018/05/2tj9CurYwWTQNrz9lfsk88Ueprg7xDucAcAPknCLspy54e1EqpydjletoaucbRB3sxHdShQCYnVIjNEg.jpg
5	2018	5	17	Dinheiro É Emocional	Tiago Brunet	Editora Vida	5	2.362	978-85-38303-72-5	144	https://www.publishnews.com.br/estaticos/uploads/2018/03/a0DgmDuDcJiIOZ8KaBRgMEQ9G1bi8cKlLXbVcrDe5KsIr2D5Qo3jntTaV13mc4tOJyqfGiok3rMQtgup.jpg
5	2018	5	18	Pilares Para Uma Vida Saudável - #Escolhiserfeliz	Mohamad Barakat	Vital	5	1.708	978-85-84421-76-3	253	https://www.publishnews.com.br/estaticos/uploads/2017/04/9JSC81XkBqybGuhkcKIcNiELgqAjknmcpxYfMbIPoiHFjMFp3mpockrOsmnp6oA7k6PlBrVGhIjm5noU.jpg
