N_CAT	ANO	MÊS	N	TÍTULO	AUTOR	EDITORA	CATEGORIA	VENDAS	ISBN	Num_Pag	url_img
9	2018	4	13	A Mulher Na Janela	A. J. Finn	Arqueiro	9	4.147	978-85-80418-32-3	352	https://www.publishnews.com.br/estaticos/uploads/2018/03/0orr3mUBVL5a3xDZa9nBGa9RVir35jT3jiEZUmP9wNM6v9ZCsrLEgBBgSCOn6gQZlDaGBX7ba2MU3hk0.jpg
9	2018	4	14	A Revolução Dos Bichos	George Orwell	Companhia Das Letras	9	3.849	978-85-35909-55-5	156	https://www.publishnews.com.br/estaticos/uploads/2016/12/m7BpsMTGQ6HyTToW0RZ3LWstCiZ6pCLGfiz38c4LYfAgGbJjberkt8frU4P6SPBtaMZBAQYxprGSa8Vf.jpg
9	2018	4	15	Depois De Você	Jojo Moyes	Intrínseca	9	2.564	978-85-80578-64-5	320	https://www.publishnews.com.br/estaticos/uploads/2016/02/gu5DjWFAsUTPcfdWq7bjdwSnHHPeEggruvPX3OyZJF50Fj3RVl4rOdQsDCtZ1XhF3DJIN2eDbqKodFK8.jpg
9	2018	4	16	Quem Diria Que Viver Ia Dar Nisso	Martha Medeiros	L&Pm	9	2.383	978-85-25437-35-8	232	https://www.publishnews.com.br/estaticos/uploads/2018/04/j6zJVXDe87czTp29jDZOeaJhAfn7ltE8dJYIAVHxxJMkTpPP3WwdrmmNveUZKc6m1JEsrERMrUJDsamf.jpg
9	2018	4	17	A Travessia ( Edição Econômica)	William P. Young	Arqueiro	9	2.241	978-85-80412-62-8	208	https://www.publishnews.com.br/estaticos/uploads/2018/01/DAUB2M8P8Jz1FxxEUaDidC25Q78GMilTb0AdDRYfxycbN4kTWJJe8gk87InRosoa0E1t7o1EPdWtK5LR.jpg
9	2018	4	18	Me Chame Pelo Seu Nome	Andre Aciman	Intrínseca	9	2.103	978-85-51002-73-5	288	https://www.publishnews.com.br/estaticos/uploads/2018/01/zU0TJ599YQm6S1W4zjSq7EmsCFWfkidoTi1wd6SIWZV3t54EsFF51AKgIcFRqIIbZvFWBvqlk4Esn0Nd.jpg
9	2018	4	19	Volta Para Casa	Harlan Coben	Arqueiro	9	1.376	978-85-80418-34-7	304	https://www.publishnews.com.br/estaticos/uploads/2018/04/1ggABi2RxeRFA8BPli5IQWqtY8rJ8zw0r7yO6FdN63x6N0Mmu9zNd2uC1Q8x7MDXb1Zx2QnzoyKL0SGa.jpg
9	2018	4	20	A Forma Da Água	Guilherme Del Toro / Daniel Kraus	Intrínseca	9	1.265	978-85-51002-77-3	352	https://www.publishnews.com.br/estaticos/uploads/2018/03/BkicxzUuOUisfqeJB2rbvwWiEC20MP6o7ONRJkNa8rVsQx0oyLx9k7uCa07xWQKHNu43tUWRWeCcbqav.jpg
13	2018	4	1	Jesus - O Homem Mais Amado Da História	Rodrigo Alvarez	Leya	13	12.898	978-85-44106-43-3	368	https://www.publishnews.com.br/estaticos/uploads/2018/04/l43Qoz58uXtRlxCGIFqeuDIdB9OmIwB7x8fnAq0a5Q4EA83ECtd2orCPYUU4uyy1UhP5vlgH9NEzPvio.jpg
13	2018	4	2	Sapiens	Yuval Noah Harari	L&Pm	13	11.209	978-85-25432-18-6	464	https://www.publishnews.com.br/estaticos/uploads/2015/09/tAj10XiRIDP2CPIlCdVfIEZnjwch40pO0MK8q4eXNwAlgAWrRCC2BIFfpDTooUvJg1ga9lH8AsJhi7yp.jpg
13	2018	4	3	A Sorte Segue A Coragem!	Mario Sergio Cortella	Planeta Do Brasil	13	7.822	978-85-42212-34-1	192	https://www.publishnews.com.br/estaticos/uploads/2018/02/NwXPgjmS2YlTFd4fiQOwnBgzPNOgkKAcJJ0WgVs687qZIQGn8bBvfmkCruunFHG1zO5Rfmpi4jT6P4cn.jpg
13	2018	4	4	A Elite Do Atraso	Jessé Souza	Leya	13	6.252	978-85-44105-37-5	240	https://www.publishnews.com.br/estaticos/uploads/2017/10/usGqVU1D9aDrVrz72rDfbV4RhC82dEyhRtLNmFtMt6cWUjwHllJLW2M9JQdGTFRQ89mkK2KazkNcqzkD.jpg
13	2018	4	5	Mindset	Carol Dweck	Objetiva	13	5.759	978-85-47000-24-0	328	https://www.publishnews.com.br/estaticos/uploads/2017/02/5HP5wLKxVviJzbc4LUouqhyZuli999P7tLXjPIZ5UlPQSbLMTj5BsgdUiAtbjCRU23PuSuXZmwrgibYJ.jpg
13	2018	4	6	Crer Ou Não Crer	Pe. Fábio De Melo / Leandro Karnal	Planeta Do Brasil	13	5.729	978-85-42211-31-3	192	https://www.publishnews.com.br/estaticos/uploads/2017/09/T8RpinpSmVw6Hv89zkjwpCsYlakrtHqlWKfczz6PJ7sP9RQ239CopIVHQ5KTyNwxXv6zRA8a1M9fJhLj.png
13	2018	4	7	A Verdade Vencerá	Luiz Inácio Lula Da Silva	Boitempo	13	4.672	978-85-75596-21-0	216	https://www.publishnews.com.br/estaticos/uploads/2018/04/88dnIKgduKzpmPopORk2PT0Pucvda3wLTNYFqnXYKGq5okvnuhBwnJMNOcODIUiRmRZBlJJu17xqj5zI.png
13	2018	4	8	Homo Deus	Yuval Noah Harari	Companhia Das Letras	13	4.542	978-85-35928-19-8	448	https://www.publishnews.com.br/estaticos/uploads/2016/11/oEwz5Kclw7RPutvdAdmhU94qyRNDf5vl20owIzlYxZ1axrLzduseiBBwPgCB50v9yBKKk5Ier8Ci7SoD.jpg
13	2018	4	9	O Diário De Anne Frank	Mirjam Pressler / Otto H. Frank	Record	13	3.859	978-85-01044-45-7	352	https://www.publishnews.com.br/estaticos/uploads/2016/06/m6u6ay2ofo9XAvDDOJTMh4uTRFTl98yTaWTyDVqUv49NLgqx68JHDJaCTtinKhtDMhYOU0ixzDY7OJqy.png
13	2018	4	10	Box - Mario Sergio Cortella	Mario Sergio Cortella	Planeta Do Brasil	13	3.505	978-85-42212-11-2	352	https://www.publishnews.com.br/estaticos/uploads/2017/11/QQQfQdu1489YwcdVCGzZohjdfNYc9cbZuRiYdaTTLfGFLktmDrhiVgT8uUgDB0SFRd9MdEBtWyJxNWfT.png
13	2018	4	11	Uma Breve História Do Tempo	Stephen Hawking	Intrínseca	13	3.461	978-85-80576-46-7	265	https://www.publishnews.com.br/estaticos/uploads/2015/08/m6XEng21AGV2CqvnqOhrNMVbUJboFQDDymBRxb5NrwEhVe4U6jjFAK57eP8nMpXZxUb9Qv4cKvOoVO3f.jpg
13	2018	4	12	Direto De Washington	Washington Olivetto	Estação Brasil	13	3.456	978-85-56080-33-2	400	https://www.publishnews.com.br/estaticos/uploads/2018/04/5zQhj7GeBvjdfCZPkCYFQTwqNjBAJgd0vQzF1UvMhtHoIdnjseZn6pdnKi12WvYa7PL3HTrrFkE8SEJO.jpg
13	2018	4	13	Como Os Animais Salvaram A Minha Vida	Luisa Mell	Globo Livros	13	3.290	978-85-25065-88-9	224	https://www.publishnews.com.br/estaticos/uploads/2018/02/lzYejY1nRYOYpdRWSjukZvMPed6oDmNPk820h3SwgHPyPeACaR9ffMwUzAR1keRCXgeITuNbz1krTjyN.jpg
13	2018	4	14	O Inferno Somos Nós	Leandro Karnal / Monja Coen	Papirus 7 Mares	13	3.019	978-85-95550-11-7	112	https://www.publishnews.com.br/estaticos/uploads/2018/04/i3rlZ74l0FxEemoZ6x1KYlIyh75JlT931hWxUdmL5H2c5G9FeDclBlN4OWi1udOi3P3UxIOrfHrpMBrl.jpg
13	2018	4	15	Box - O Essencial Da Psicologia	Carl Jung / Sigmund Freud	Aeroplano Editora	13	2.782	978-85-65042-69-7	512	https://www.publishnews.com.br/estaticos/uploads/2018/04/N2oVk0jB5iANjvwXH2PNc335Vu342fuw2Rh7CJjBt266KbchTvtL2BF9ZcJ8Ekx0fqvvTGKeYsw2lwku.png
13	2018	4	16	Feminismo Em Comum	Marcia Tiburi	Rosa Dos Tempos	13	2.621	978-85-01113-51-1	128	https://www.publishnews.com.br/estaticos/uploads/2018/02/gPggWGaitGv0hXXGK4HKsvAom7C3Zim8IDRikgJYvhPPwmi76BBy2VmJdlz0j9AO9kZLD486dcsZ2ClV.jpg
13	2018	4	17	Lava Jato	Vladimir Netto	Primeira Pessoa	13	2.604	978-85-68377-08-6	400	https://www.publishnews.com.br/estaticos/uploads/2016/07/04NxjzGifJfRvvHUbrlMHK1fFmUeO07tLmD6fYpK6azWSdGK8gqbl9ZxCWa7JDbOL1nB3OLMjTdPvqIn.jpg
13	2018	4	18	Coleção Livros De Colorir	Johanna Basford / Millie Marotta	Sextante	13	1.838	978-85-43103-54-9	288	https://www.publishnews.com.br/estaticos/uploads/2016/12/YFfUXHgQnoZlHwsMhapR5aytL5cVJ41RlYFQA4nMGNUj7W45vpUGdoLSXWd0GaX985cuwBBOKrtd0QAh.jpg
13	2018	4	19	Mulheres Que Correm Com Os Lobos	Clarissa Pinkola Estes	Rocco	13	1.485	978-85-32529-44-2	575	https://www.publishnews.com.br/estaticos/uploads/2017/02/Mm1e9LM693rvYCrZDo27t0nyLiTBTh112qaVMB3bpgJM0ywTCEaeXVxJPKRPUrJwkMkdYik9ikldGtid.png
13	2018	4	20	Treine Seu Cérebro Para Provas	Augusto Cury	Editora Método	13	1.447	978-85-30979-13-3	224	https://www.publishnews.com.br/estaticos/uploads/2018/03/pffT1xEUtLFkNnaRzrTbPIKnqvRgwl62RKeCMizV4lc5ecHXjFKtgcWvQkYCVWQFXt5XkorboX1iRNhz.jpg
5	2018	4	1	A Sutil Arte De Ligar O Foda-Se	Mark Manson	Intrínseca	5	38.064	978-85-51002-49-0	224	https://www.publishnews.com.br/estaticos/uploads/2017/11/jP6T6kjLLbNOzMJTDuDlFOhovDSzHZUtxHb7PCzHRmA2AnysA7y8PnS031mhbJcl9c1JRa8T2Z8NjQFA.jpg
5	2018	4	2	Combate Espiritual	Padre Reginaldo Manzotti	Petra	5	28.238	978-85-82781-06-7	208	https://www.publishnews.com.br/estaticos/uploads/2018/03/yTq0MDQy5mA4eUbWvyBGaGaHNjsP8qv1CAjsTnPQO7WNvR8wVX5ZwL9XcxeO4Orm1HHasbEYi051Jsaz.jpg
5	2018	4	3	O Milagre Da Manhã	Hal Elrod	Bestseller	5	14.167	978-85-76849-94-0	196	https://www.publishnews.com.br/estaticos/uploads/2018/02/A3toxUAg57K2dnqZ4yaxgV8QSRulhgPyNuYHFzaNXfcOFLYtqsy3qFnYAWN84mOubxsw7RqP7hglyrjr.jpg
5	2018	4	4	O Poder Do Hábito	Charles Duhigg	Objetiva	5	11.906	978-85-39004-11-9	408	https://www.publishnews.com.br/estaticos/uploads/2015/08/SSD47DiXYZczBBE1UhKU68VrA4oTA6NAqe5Ic5C1TQhKgsEcy1Ch5BusqeN1UnCfhi4TqzETdEbcokXI.jpg
5	2018	4	5	Metanoia	Padre Marcelo Rossi	Principium	5	11.330	978-85-25064-64-6	136	https://www.publishnews.com.br/estaticos/uploads/2018/03/w85rlVfyqX7NLkKPNcEwVMQTq6iqAzUNVwtB4CK7OJ4hoAFsAYDyxzY6uIfDGfxBhI6be2Vnfcqo38NT.png
5	2018	4	6	Propósito	Sri Prem Baba	Sextante	5	10.543	978-85-43104-50-8	160	https://www.publishnews.com.br/estaticos/uploads/2016/11/T9eP7OkfbTG6pv90FQ6hdl1X1ucnzPiK7LXU5WnuWzH3pCdBXIpW2JZH8Xut6YDnRDO0DnMlJVi6vzU2.jpg
5	2018	4	7	O Poder Do Agora	Eckhart Tolle	Sextante	5	6.844	978-85-75420-27-0	224	https://www.publishnews.com.br/estaticos/uploads/2015/08/4QvdLnBYXQgMrM2cZWZpfiNxxwIZheAaHTnANTFdadJig4P6k91W1xBH76Fe6qitoYtIZPwysRJf7m00.jpg
5	2018	4	8	Por Que Fazemos O Que Fazemos?	Mario Sergio Cortella	Planeta Do Brasil	5	5.881	978-85-42207-41-5	176	https://www.publishnews.com.br/estaticos/uploads/2016/08/eFBeGVNbgsLibZDHtMKMN6OKsQEhYnbWibeesyAABcQdk4HcqS6XTI9mLOCWZdkrFrH40XKp5TELXMCN.jpg
5	2018	4	9	Desperte Seu Poder	José Roberto Marques	Buzz	5	5.637	978-85-93156-28-1	208	https://www.publishnews.com.br/estaticos/uploads/2017/12/3VRyeQv3yYuZ6rnkRrbu85DpqsnoaJmIY1EEOoARTxzRbnw6zry8TdLIUlq8RzSsPt6JPUsburOrmS8t.jpg
5	2018	4	10	A Hora Extraordinária	Lilian Bertin	Gente	5	5.366	978-85-45202-33-2	192	https://www.publishnews.com.br/estaticos/uploads/2018/04/0IC1tX7Gc0pkcV9o1LU314uX1jm9dF4cFZdKyMascJtByPVYNkaPQw0Bk4Ft77GYuPPLw5r5PYPi5nOQ.png
5	2018	4	11	Dinheiro É Emocional	Tiago Brunet	Editora Vida	5	4.747	978-85-38303-72-5	144	https://www.publishnews.com.br/estaticos/uploads/2018/03/a0DgmDuDcJiIOZ8KaBRgMEQ9G1bi8cKlLXbVcrDe5KsIr2D5Qo3jntTaV13mc4tOJyqfGiok3rMQtgup.jpg
5	2018	4	12	Minutos De Sabedoria	C. Torres Pastorino	Vozes	5	4.417	978-85-32604-91-0	288	https://www.publishnews.com.br/estaticos/uploads/2017/01/6gnSUAm6DFE58NI3EWcuqh0xhIt1gj7kmkcftF7UEL07bbBtTqN0fxhUsdeucWAjgBy3CFD6owuPBkGo.jpg
5	2018	4	13	Amar E Ser Livre	Sri Prem Baba	Harpercollins	5	4.261	978-85-95081-76-5	176	https://www.publishnews.com.br/estaticos/uploads/2017/10/YCI4r3GUBIPXHlTfzIaEbF0XFEL7sypXKzv9aOglbtl0aGYKQCG0SPMx4GtOhztJ0c6XSfjYLDbDmhps.jpg
5	2018	4	14	As Coisas Que Você Só Vê Quando Desacelera	Haemin Sunim	Sextante	5	2.880	978-85-43105-29-1	256	https://www.publishnews.com.br/estaticos/uploads/2017/11/krhyDFvnDMmSy7LIcOALLcwJG9Xc8Hjf9mlEaa3kAyaxfMoZK1kODvH9Op37NKsUs5FpUmoazxiQuhbu.jpg
5	2018	4	15	Para Que Estou Na Terra?	Rick Warren	Editora Vida	5	2.542	978-85-38302-75-9	400	https://www.publishnews.com.br/estaticos/uploads/2016/08/lmJxsqVFqDt52VIoySudJSSlmN1qSwmEhY3rqEpyVaHEfM39idKYyLEkhDZdTWU61pgw8TGYbmUD8dkW.jpg
5	2018	4	16	Pilares Para Uma Vida Saudável - #Escolhiserfeliz	Mohamad Barakat	Vital	5	2.483	978-85-84421-76-3	253	https://www.publishnews.com.br/estaticos/uploads/2017/04/9JSC81XkBqybGuhkcKIcNiELgqAjknmcpxYfMbIPoiHFjMFp3mpockrOsmnp6oA7k6PlBrVGhIjm5noU.jpg
5	2018	4	17	Inteligência Emocional	Daniel Goleman	Objetiva	5	2.059	978-85-73020-80-9	380	https://www.publishnews.com.br/estaticos/uploads/2016/12/85rttBdx0gPGpG2YPdjO4owYMPTQAzluIHE6C12KR4ekdelyVqog4P3oNiIMMmR2o2vjgueTBayFGopa.jpg
5	2018	4	18	Ikigai	Hector Garcia / Francesc Miralles	Intrínseca	5	1.965	978-85-51002-79-7	208	https://www.publishnews.com.br/estaticos/uploads/2018/03/sdylGewSrKI7CiCXfJvBcXiAwZCwnLnuZrDs6BOpv4ldDJgkjf0oPE4ZfCRyidW0xOLghQeLR0c0XXDM.jpg
5	2018	4	19	Ansiedade - Como Enfrentar O Mal Do Século	Augusto Cury	Saraiva	5	1.579	978-85-02218-48-2	160	https://www.publishnews.com.br/estaticos/uploads/2015/07/Nfs3QPjpcJJczON3slj4RArGTXfj7Eaqn5EvTAcSft59aLt9qVJULrRS27KREXGRLwciTtqTHtVH7Pxu.jpg
5	2018	4	20	O Evangelho Segundo O Espiritismo	Allan Kardec	Ide	5	1.516	978-85-73413-83-0	275	https://www.publishnews.com.br/estaticos/uploads/2016/12/EqTLE5BVfyX0OVP7FkVTTpe9EhHlEFewsnkbEkWTQBnFSmdq47iB6qHfiHPYnSg0JcxbxcGXvwRb0LRz.jpg
11	2018	4	1	As Aventuras Na Netoland Com Luccas Neto	Luccas Neto	Pixel	11	70.420	978-85-55461-00-2	64	https://www.publishnews.com.br/estaticos/uploads/2018/04/rtw1gG0Xy1qgOQQTQWtW4wdztrGi45XQM4PYfk4tE8VPH6utz4YythN4y2sOJpzZAIw0pgdSNkyptf3f.jpg
11	2018	4	2	Felipe Neto - A Vida Por Trás Das Câmeras	Felipe Neto	Pixel	11	29.454	978-85-55461-01-9	64	https://www.publishnews.com.br/estaticos/uploads/2018/04/QSlcG150psfg7z25gzctcJNZZcP5BPYw8iXQoDkpudbvcOA9kbcUykNeTranoqlCdeNVe0huhsiMRxOV.jpg
11	2018	4	3	A Parte Que Falta	Shel Silverstein	Cia Das Letrinhas	11	11.020	978-85-74068-17-6	112	https://www.publishnews.com.br/estaticos/uploads/2018/02/7RLGOx4vEuDT6ol4HFCCqCE6THnLMYUrbWPWU4OgCGDAIK2KSZW5i90gtoEvPjMuuk95xUCXPIwlgb2O.jpg
11	2018	4	4	Felipe Neto	Felipe Neto	Coquetel	11	7.954	978-85-55460-86-9	64	https://www.publishnews.com.br/estaticos/uploads/2017/09/5bNeyLVvPgC9LrE08Jde8D7LurnbiHEMhjvckUUsFswy5mTQxraJAQyG7GnXFp3Knf8bXe8TVJi21cmz.jpg
11	2018	4	5	Extraordinário	R. J. Palacio	Intrínseca	11	7.694	978-85-80573-01-5	320	https://www.publishnews.com.br/estaticos/uploads/2016/08/W8JaTtRGG5W6wEXRIaOb2hPCXVbqivciduUvTng1BLYIsT18rnzdl8v4JbYMN9IhjuZo11jVLc9omXNF.jpg
11	2018	4	6	Meu Diário Mágico	Ciranda Cultural	Ciranda Cultural	11	7.648	978-85-38066-47-7	96	https://www.publishnews.com.br/estaticos/uploads/2016/10/sfrMHDeXG6kgfxEv8fudY0P6pHU3cP1iayCLteZ1QvITvzwQ8SysrcJ9xezYJSvtMEfiseZe57Slw0CT.jpg
11	2018	4	7	Com Amor, Simon	Becky Albertalli	Intrínseca	11	6.284	978-85-51003-05-3	272	https://www.publishnews.com.br/estaticos/uploads/2018/03/dRMPrA3eypY5xiM85thYgdkdaHivQ4wiSsRMzRdsRIc9ID0mge8NTvAspT1VKkJHZWbU7qz375auNh5K.jpg
11	2018	4	8	As Crônicas De Nárnia - Vol. Único	C. S. Lewis	Martins Fontes	11	4.250	978-85-78270-69-8	752	https://www.publishnews.com.br/estaticos/uploads/2016/06/nU3sl6SIHo0xpO8WPaxKoZJiOQz9YGQUGnOmhFpQzaYKWiHXmL5eoeqZMDdaRTWuGDEZPwuzqg9D1wiB.jpeg
11	2018	4	9	Planeta Das Gêmeas	Melissa E Nicole	Astral Cultural	11	2.996	978-85-82465-55-4	128	https://www.publishnews.com.br/estaticos/uploads/2018/04/w3n8Amw7YpfazjEe6WTcN936qLvZq32QXGPO68YSHhLZbcVldM8QR1E8xpLoKxnesJ2xi4nX4zZIvuSA.jpg
11	2018	4	10	Diário De Um Banana - Apertem Os Cintos	Jeff Kinney	Vr Editora	11	2.988	978-85-50701-44-8	224	https://www.publishnews.com.br/estaticos/uploads/2017/11/1Bz7IXK2t4vca4L7uncQYlH2Qk6ahgQyN9Sd2F4vGeOYwjwFwnRpi1Z3j8BBelkzdDu0y1MhBHrbyjyz.jpg
11	2018	4	11	Box - Trilogia Authenticgames	Marco Túlio	Astral Cultural	11	2.722	978-85-82466-18-6	336	https://www.publishnews.com.br/estaticos/uploads/2017/11/memKQTZcxknYM5nyxdZ0SuCnTMy2eHjtKkCFQse9a4IZwjKfm4ZrCrEioO8JHx8OAUEAQQfzlpxu0sZh.png
11	2018	4	12	Planeta Das Gêmeas - A Diversão É Aqui	Melissa E Nicole	Astral Cultural	11	2.545	978-85-82466-82-7	64	https://www.publishnews.com.br/estaticos/uploads/2018/04/toUttMyNbI31rXs4XpI00fjh08j0zbRDRENmWkj782le0sC5fSM8s5oaf9COIwtAJjX2VKKFNNArSiOU.jpg
11	2018	4	13	Box - Diário De Um Banana (Pocket - Vol. 1)	Jeff Kinney	Vr Editora	11	2.415	789-83-83591-02-3	1.120	https://www.publishnews.com.br/estaticos/uploads/2017/03/x37gQzqT1keCocUTzyAWoZsri7iyTgWO4CIARIPTmFrLbW7Qsdu34UNGz46UP0Wz38Sr3oQvS5Bq8PRo.png
11	2018	4	14	Box Harry Potter	J. K. Rowling	Rocco	11	2.372	978-85-32512-94-9	3.096	https://www.publishnews.com.br/estaticos/uploads/2016/06/ZVZXGtmVkxXbcrtLVuFWHaKZ1hH6EcokVkhdmp1IZjiGVnULwrGvfD4UegxdnjfAG7kP5Uh17BFPMyGT.jpg
11	2018	4	15	A Parte Que Falta Encontra O Grande O	Shel Silverstein	Cia Das Letrinhas	11	2.149	978-85-74068-26-8	120	https://www.publishnews.com.br/estaticos/uploads/2018/04/amxmkavR3rSzcxOw8aw49LXzBTZTvZMkKSDiY3bJAy2wBsa35W3eEAvkDNvOF61PcOiCK5X1HLzmgAh3.jpg
11	2018	4	16	Coisas De Menino	Ciranda Cultural	Ciranda Cultural	11	1.407	978-85-38060-51-2	96	https://www.publishnews.com.br/estaticos/uploads/2017/09/nDxbqJVWydyOxb8oLu41mz33vccBBomxxAWjRpUUpm1Jf8nNAWuwCTuRb8FeTZm9jJipVmcj0fpdhmip.jpg
11	2018	4	17	Box - Patrulha Canina - Histórias De Aventura	Ciranda Cultural	Ciranda Cultural	11	1.366	978-85-38069-54-6	60	https://www.publishnews.com.br/estaticos/uploads/2018/03/X5ImEZbpGNHN5DZpEtuID1xWov102Zvz2O30QrMWjnYsDSaUA3uEfXxb3CgWpUe22JjZWtqaZxKZ5MIb.jpg
11	2018	4	18	A Rainha Vermelha	Victoria Aveyard	Seguinte	11	1.337	978-85-65765-69-5	424	https://www.publishnews.com.br/estaticos/uploads/2015/08/YE6xyheZ5vwQuAoldZRGiNlBjipUOKkxS2yjMIJTCoCAN9uKcHocnElVjjM9T0suHx9QuBb66moukdqB.jpg
11	2018	4	19	Mordisco - O Guia Dos Dinossauros	Emma Yarlett	Ciranda Cultural	11	1.302	978-85-38077-45-9	32	https://www.publishnews.com.br/estaticos/uploads/2018/04/HSrO9D7tU4BTW4u0sOJ4F76IXGQ7eiqXBstgTYbrrdzW83XNRcwqQQRK1ruUGudcsTDkTGm10r5deQxK.jpg
11	2018	4	20	Authenticgames - 2	Marco Túlio	Astral Cultural	11	1.251	978-85-82466-40-7	160	https://www.publishnews.com.br/estaticos/uploads/2018/02/3KbM7jgOmDDqyNrxoqeOTfCBOPO6kEKjb0UcYG0zi3LcwRfu7eUDJ0zaqd56lVvMnb9wzz0ngQymTNpd.jpg
8	2018	4	1	Seja Foda!	Caio Carneiro	Buzz	8	12.351	978-85-93156-29-8	208	https://www.publishnews.com.br/estaticos/uploads/2017/10/Qie8KitX4klj02vK6FmS4h4xID3TOs8dUVHQZG9TYVayIen3pvV24newzjUDQvTx0GltLkX6Dzr3LNlV.jpg
8	2018	4	2	O Poder Da Ação	Paulo Vieira	Gente	8	9.224	978-85-45200-34-5	256	https://www.publishnews.com.br/estaticos/uploads/2016/07/vacbvzFJ4SPI2p5XtcbehGDoRyDEBL2dl4jP7saCG8rYFRB7CnA70O2sC7xqY75mBVOrvoLWpG8K0hmM.jpg
8	2018	4	3	O Poder Da Autorresponsabilidade	Paulo Vieira	Gente	8	6.281	978-85-45202-21-9	160	https://www.publishnews.com.br/estaticos/uploads/2018/01/AbONUvGHIy8HqrjYtdB2BOvF323DYdrgEvQi5dXk3D2hpJSKrKjjyjUQLgpgG2lP4SxZG1AzKZHegCzT.jpg
8	2018	4	4	Os Segredos Da Mente Milionária	T. Harv Eker	Sextante	8	5.629	978-85-75422-39-7	176	https://www.publishnews.com.br/estaticos/uploads/2015/08/flQqYuiyxm1OThx3kMyaVlegJFP98SPiBIeASQRjroLrR6Sh47nP2JAYg05VAjpOHBktd85lsxQf6PvK.jpg
8	2018	4	5	Como Se Tornar Um Profissional De Marketing Multinível	Abdias Andrade / Gildevan Ribeiro / Luiz Francisco	Figurati	8	4.934	978-85-67871-71-4	192	https://www.publishnews.com.br/estaticos/uploads/2018/03/WIi7W17YRJzmHQiM4eDFpL5P7B4nhhA5tk8KX9TakrAtKR1qFqmj2YeuBYNl25MCbFOxmPnL5DGIfaqx.jpg
8	2018	4	6	Box - Paulo Vieira	Paulo Vieira	Gente	8	4.361	978-85-45202-15-8	944	https://www.publishnews.com.br/estaticos/uploads/2017/11/ESqaK14giULyo3q2bRiFWMG9lc9Sms0v2NlJ0jFnpHEXQtRZu4yIi5cl8YZLXP9p1oDwgezl39xwmjzm.png
8	2018	4	7	O Monge E O Executivo	James Hunter	Sextante	8	2.559	978-85-75421-02-4	144	https://www.publishnews.com.br/estaticos/uploads/2015/07/CjlXUUI3ZPUy92oz4ZzL2KrFM4hpsZq0xmyZ6OgxEP1JIhPZyI1hSo9pNO64bk2kI23nw1kQtwtkfLRE.jpg
8	2018	4	8	Box - O Essencial Da Estratégia	Miyamoto Musashi/ Sun Tzu / Nicolau Maquiavel	Novo Século	8	2.004	978-85-42806-00-7	496	https://www.publishnews.com.br/estaticos/uploads/2016/12/KXfE9f8uK3zfPdlHz8jfG2PuddVon4FDdbytds3jUQ1cCa7hkDhMMgV9N9fISj1b9CUTJtBQNjcIaAKg.jpg
8	2018	4	9	As Armas Da Persuasão	Robert B. Cialdini	Sextante	8	1.943	978-85-75428-09-2	304	https://www.publishnews.com.br/estaticos/uploads/2017/01/qH4NQ7IxdTUgDAi7oyvZFWUL2xsGJdgWWrGbziHKFwnUOIXlx7ScKvflCshraexFEKwcN4Q51ILpX5r3.jpg
8	2018	4	10	O Monge E O Executivo ( Edição Econômica )	James Hunter	Sextante	8	1.823	978-85-75424-67-4	130	https://www.publishnews.com.br/estaticos/uploads/2018/01/rtm1LGoiVJPnnrqFfFWYZQVNEULVXl3dkjg6FFgwixZ2f8a1HBdlrLx6LpSwPhywzxrFVlh2HDnbRA2H.jpg
8	2018	4	11	Quem Pensa Enriquece	Napoleon Hill	Fundamento	8	1.720	978-85-76766-30-8	248	https://pictures.abebooks.com/isbn/9788576766308-us.jpg
8	2018	4	12	Os 7 Hábitos Das Pessoas Altamente Eficazes	Stephen Covey	Bestseller	8	1.676	978-85-76840-62-6	462	https://www.publishnews.com.br/estaticos/uploads/2016/06/8HR45TGNETLtaHItVBmYl9wHD6ZTZo1LyZHXE3Abx8WwUGYWn0t43FRA40h3ijaRFDWheiutnXDtiRiq.jpg
8	2018	4	13	Gestão Do Amanhã	José Salibi Neto / Sandro Magaldi	Gente	8	1.427	978-85-45202-29-5	256	https://www.publishnews.com.br/estaticos/uploads/2018/03/08tF3aX0tXrS8Z9t94wtMsalX7jVpbHTywolpNE4j7qm9Hrt48lR4EcHyp6g4YxoEdYq9oZejHiKiVGn.png
8	2018	4	14	Vade Mecum Acadêmico De Direito Rideel 2018	Anne Joyce Angher	Rideel	8	1.381	978-85-33950-40-5	2.392	https://www.publishnews.com.br/estaticos/uploads/2018/02/ww8fsHF5jM6ti8E3Zo0m6W6IicAAB7EI5KkuMPwllGSCaFf06bTwfBZYJ8wAZC9sNVoC0lANUIULQPbe.png
8	2018	4	15	Qual É A Tua Obra?	Mario Sergio Cortella	Vozes	8	1.346	978-85-32635-79-2	144	https://www.publishnews.com.br/estaticos/uploads/2015/07/qsWxGFyRw0xe13K1og0dE0UyGvIDwZkTtzCE0JzY3LSJsXfhF27bUDz8ueWKsuiR19lOd8n6dlmyjzh4.jpg
